Country Name	Country Code	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
St. Vincent and the Grenadines	VCT	5245.74479	5523.515717	5762.422067	5989.051031	6224.93858	6710.159797	7356.374613	7857.657225	8298.060558	9194.852667	9274.910242	10082.7546	9937.882869	9715.329005	9871.648577	10192.92981	10532.75609	10772.81705	11028.46542
"Venezuela, RB"	VEN	11795.16548	11725.96219	10981.35382	11427.40708	11862.25794	10779.40287	9961.91036	11897.38283	13317.17856	14830.9158	16289.45862	17208.19337	16523.93967	16228.34081	17001.91324	18027.89012	18309.15232		
Vietnam	VNM	1766.479257	1859.814947	1948.959234	2100.243076	2252.422657	2403.517497	2590.294311	2828.047516	3102.936693	3383.69504	3681.316118	3924.101329	4123.425804	4395.510163	4715.886349	5000.764854	5301.113017	5649.587592	6022.622554
Vanuatu	VUT	2033.554627	2107.082467	2107.761018	2237.584965	2159.381617	2030.384081	2105.441392	2192.447393	2323.459088	2533.85912	2669.742795	2828.478687	2874.87888	2888.349379	2915.239621	2952.413431	2991.137044	3041.631127	
West Bank and Gaza	PSE	2560.86096	3178.090712	3710.124435	3331.356147	3106.931624	3031.451816	3300.10837	3592.666868	4010.147761	3844.389747	3780.691175	3423.596339	4053.048933	4078.495891	4356.341825	4931.002184	4655.840516	4544.245659	5009.919041
World	WLD	6994.278666	7175.79367	7440.270589	7883.769465	8166.126426	8436.219235	8799.307065	9409.145125	10051.70476	10883.65353	11650.48718	12178.29586	12157.08156	12793.81971	13487.37114	14025.49917	14525.51665	15059.29098	15464.57022
Samoa	WSM	2966.677645	3050.734449	3150.922756	3428.698019	3729.844194	3928.676984	4162.378933	4446.681442	4750.403152	4961.204069	5380.617521	5505.21341	5244.284423	5295.666099	5674.475341	5757.17964	5693.001761	5811.322249	5922.815359
"Yemen, Rep."	YEM	2783.385743	2897.508725	2969.209344	3135.572383	3236.074869	3319.70306	3414.526086	3545.744394	3756.53213	3883.045238	4004.21835	4128.411821	4212.586493	4286.404038	3616.243909	3675.563373	3791.603195		
South Africa	ZAF	7515.276635	7457.411027	7568.321317	7868.306617	8097.480791	8425.028604	8733.844033	9260.60182	9929.090688	10658.78838	11368.86271	11792.05738	11529.36941	11847.08039	12291.73384	12598.94312	12881.94282	13083.22049	13165.14802
"Congo, Dem. Rep."	COD	481.5914621	467.4798298	443.2927607	410.9759541	399.8600909	405.4826844	423.0995119	449.3959026	476.737205	501.115433	529.2218734	554.8883649	556.7280751	584.2600548	617.1479614	652.3885874	696.9772633	748.0066053	782.7714508
Zambia	ZMB	1580.616009	1548.674133	1601.615111	1657.539629	1740.077004	1800.201239	1914.459504	2051.635271	2210.92204	2391.85028	2586.002087	2760.254241	2949.215601	3195.758582	3342.570854	3552.200248	3680.979071	3810.661036	3852.658974
Zimbabwe	ZWE	1994.899482	2046.412765	2036.210228	1998.49185	2056.351718	1889.113103	1588.96694	1526.647718	1472.435072	1449.120124	1415.027698	1170.461903	1229.382424	1360.876026	1523.621784	1679.125594	1743.210783	1798.059812	1793.586092
